n,n+1
0.22523016180515024,0.6980061440735044
0.6980061440735044,0.8431742676365706
0.8431742676365706,0.5289256881284138
0.5289256881284138,0.9966532182651909
0.9966532182651909,0.013342323147314464
0.013342323147314464,0.052657222241388406
0.052657222241388406,0.19953775674883775
0.19953775674883775,0.6388897615219176
0.6388897615219176,0.9228385365775394
0.9228385365775394,0.2848302879398593
0.2848302879398593,0.8148079800478246
0.8148079800478246,0.6035837427928338
0.6035837427928338,0.9570816329161123
0.9570816329161123,0.16430552340296162
0.16430552340296162,0.5492368735289619
0.5492368735289619,0.990302921140372
0.990302921140372,0.03841218208487265
0.03841218208487265,0.14774674540940494
0.14774674540940494,0.5036705785213337
0.5036705785213337,0.9999461074132749
0.9999461074132749,0.00021555872925661335
0.00021555872925661335,0.0008620490547634184
0.0008620490547634184,0.0034452237047623998
0.0034452237047623998,0.013733416553546172
0.013733416553546172,0.05417923929325182
0.05417923929325182,0.20497539729142553
0.20497539729142553,0.6518419351865912
0.6518419351865912,0.9077761068751642
0.9077761068751642,0.3348745866469387
0.3348745866469387,0.8909343914599226
0.8909343914599226,0.38868120629544
0.38868120629544,0.9504325046726465
0.9504325046726465,0.18844223493730514
0.18844223493730514,0.6117270361165545
0.6117270361165545,0.9500682776024405
0.9500682776024405,0.1897541819838902
0.1897541819838902,0.6149901296140596
0.6149901296140596,0.9471090803653671
0.9471090803653671,0.20037388101934275
0.20037388101934275,0.6408967552983561
0.6408967552983561,0.9205924173855806
0.9205924173855806,0.2924080737510142
0.2924080737510142,0.8276223686249425
0.8276223686249425,0.5706543343063291
0.5706543343063291,0.980031860174918
0.980031860174918,0.07827765286803211
0.07827765286803211,0.28860104771801587
0.28860104771801587,0.8212419318963176
0.8212419318963176,0.5872144847660867
0.5872144847660867,0.9695745345879441
0.9695745345879441,0.11799902586606287
0.11799902586606287,0.4163010230428924
0.4163010230428924,0.9719779250253343
0.9719779250253343,0.10894735315511962
0.10894735315511962,0.3883113095824531
0.3883113095824531,0.9501025457312534
0.9501025457312534,0.18963079330497973
0.18963079330497973,0.6146838221420152
0.6146838221420152,0.9473904837555944
0.9473904837555944,0.1993670201797408
0.1993670201797408,0.6384792457775665
0.6384792457775665,0.9232939939555053
0.9232939939555053,0.2832887787247867
0.2832887787247867,0.8121449862936222
0.8121449862936222,0.6102620301270176
0.6102620301270176,0.9513691388490746
0.9513691388490746,0.1850636019785793
0.1850636019785793,0.6032602608051731
0.6032602608051731,0.9573492741537905
0.9573492741537905,0.16332656572400409
0.16332656572400409,0.5466039946112267
0.5466039946112267,0.991312270745107
0.991312270745107,0.03444901046114682
0.03444901046114682,0.13304910455757846
0.13304910455757846,0.46138816133602006
0.46138816133602006,0.9940365036599472
0.9940365036599472,0.023711732205819815
0.023711732205819815,0.09259794384647721
0.09259794384647721,0.33609425856752745
0.33609425856752745,0.8925396317018858
0.8925396317018858,0.3836505501733915
0.3836505501733915,0.9458512221001819
0.9458512221001819,0.20486675100709706
0.20486675100709706,0.6515854613555726
0.6515854613555726,0.9080873916224729
0.9080873916224729,0.3338587231950658
0.3338587231950658,0.889588304566505
0.889588304566505,0.3928838117799847
0.3928838117799847,0.9541044888848571
0.9541044888848571,0.17515645269849076
0.17515645269849076,0.5779066791062885
0.5779066791062885,0.9757221974025192
0.9757221974025192,0.09475356359407422
0.09475356359407422,0.3431013031211918
0.3431013031211918,0.9015311956709274
0.9015311956709274,0.35509079561230156
0.35509079561230156,0.916005289934897
0.916005289934897,0.30775839498472896
0.30775839498472896,0.8521726612046101
0.8521726612046101,0.5038976668002516
0.5038976668002516,0.9999392327740568
0.9999392327740568,0.00024305413314968543
0.00024305413314968543,0.0009719802313521771
0.0009719802313521771,0.003884141943128151
0.003884141943128151,0.015476221537975135
0.015476221537975135,0.0609468324195306
0.0609468324195306,0.22892926415022502
0.22892926415022502,0.7060826246634461
0.7060826246634461,0.8301198072473008
0.8301198072473008,0.5640836514520198
0.5640836514520198,0.9835731424663042
0.9835731424663042,0.06462806354105373
0.06462806354105373,0.241805107775949
0.241805107775949,0.7333415905176427
0.7333415905176427,0.782206808538787
0.782206808538787,0.6814372688574097
0.6814372688574097,0.8683220698782561
0.8683220698782561,0.4573554113623881
0.4573554113623881,0.9927257562397155
0.9927257562397155,0.02888531655200191
0.02888531655200191,0.11220382015877023
0.11220382015877023,0.39845649160219426
0.39845649160219426,0.9587556636090591
0.9587556636090591,0.15817296442644738
0.15817296442644738,0.5326171110039888
0.5326171110039888,0.9957444962790138
0.9957444962790138,0.016949577636267307
0.016949577636267307,0.06664915781687782
0.06664915781687782,0.2488281903167149
0.2488281903167149,0.7476508880816944
0.7476508880816944,0.7546761505293922
0.7546761505293922,0.7405602334061215
0.7405602334061215,0.7685230964143693
0.7685230964143693,0.7115813867681573
0.7115813867681573,0.8209332670930537
0.8209332670930537,0.5880073522919146
0.5880073522919146,0.9690188237702674
0.9690188237702674,0.12008537179661949
0.12008537179661949,0.4226595011083486
0.4226595011083486,0.9760737889247618
0.9760737889247618,0.09341498999528532
0.09341498999528532,0.33875451855786426
0.33875451855786426,0.8959995788579755
0.8959995788579755,0.37273733417722404
0.37273733417722404,0.9352168555507219
0.9352168555507219,0.24234515457816838
0.24234515457816838,0.7344559225226082
0.7344559225226082,0.780121681576291
0.780121681576291,0.6861273740434841
0.6861273740434841,0.8614264025267078
0.8614264025267078,0.47748382222640884
0.47748382222640884,0.9979720869538722
0.9979720869538722,0.008095202459220643
0.008095202459220643,0.032118680625459486
0.032118680625459486,0.12434828392135687
0.12434828392135687,0.43554315282868195
0.43554315282868195,0.9833812594109334
0.9833812594109334,0.06537023220119983
0.06537023220119983,0.24438785977264418
0.24438785977264418,0.7386497350735624
0.7386497350735624,0.7721852157972741
0.7721852157972741,0.7036608332055654
0.7036608332055654,0.8340890600720595
0.8340890600720595,0.5535379997606712
0.5535379997606712,0.9885347303265055
0.9885347303265055,0.04533526905923412
0.04533526905923412,0.1731199297542439
0.1731199297542439,0.5725976787045183
0.5725976787045183,0.9789183081868621
0.9789183081868621,0.08254901633373511
0.08254901633373511,0.3029387049442714
0.3029387049442714,0.8446673839638363
0.8446673839638363,0.5248175777261016
0.5248175777261016,0.9975363513432356
0.9975363513432356,0.009830316368241714
0.009830316368241714,0.03893472499336797
0.03893472499336797,0.14967524873223512
0.14967524873223512,0.5090902745967146
0.5090902745967146,0.9996694676310253
0.9996694676310253,0.0013216924693111765
0.0013216924693111765,0.005279782393310971
0.005279782393310971,0.02100762516476102
0.02100762516476102,0.08226521939879167
0.08226521939879167,0.30199061230424135
0.30199061230424135,0.8431691295374031
0.8431691295374031,0.5289397941301642
0.5289397941301642,0.9966499532628148
0.9966499532628148,0.013355295696175488
0.013355295696175488,0.05270772709217282
0.05270772709217282,0.1997184903877994
0.1997184903877994,0.6393240599400715
0.6393240599400715,0.9223552252872615
0.9223552252872615,0.28646425469018616
0.28646425469018616,0.8176099418999293
0.8176099418999293,0.5964956992252941
0.5964956992252941,0.9627543201240863
0.9627543201240863,0.14343375682597845
0.14343375682597845,0.4914420569150581
0.4914420569150581,0.9997070464406195
0.9997070464406195,0.0011714709503702916
0.0011714709503702916,0.004680394424730921
0.004680394424730921,0.018633953331039475
0.018633953331039475,0.07314691645718448
0.07314691645718448,0.2711857802799606
0.2711857802799606,0.790576211415638
0.790576211415638,0.6622618614373377
0.6622618614373377,0.8946843532915609
0.8946843532915609,0.37689704506728927
0.37689704506728927,0.93938264994734
0.93938264994734,0.22777154770101313
0.22777154770101313,0.7035666790355929
0.7035666790355929,0.8342424287456797
0.8342424287456797,0.553127995304757
0.553127995304757,0.9887096644595909
0.9887096644595909,0.04465145545517648
0.04465145545517648,0.1706308119236435
0.1706308119236435,0.5660637517836867
0.5660637517836867,0.9825423228010537
0.9825423228010537,0.0686116268230548
0.0686116268230548,0.25561628595099467
0.25561628595099467,0.7611064012304559
0.7611064012304559,0.7272937889459207
0.7272937889459207,0.7933501340264291
0.7933501340264291,0.6557827954667044
0.6557827954667044,0.9029268825463158
0.9029268825463158,0.3505997092860297
0.3505997092860297,0.9107182125383246
0.9107182125383246,0.3252421995572944
0.3252421995572944,0.8778388447377099
0.8778388447377099,0.428951229629091
0.428951229629091,0.9798082889151275
0.9798082889151275,0.07913602355335014
0.07913602355335014,0.291494053318055
0.291494053318055,0.8261010807930637
0.8261010807930637,0.5746323404223831
0.5746323404223831,0.9777200550523101
0.9777200550523101,0.08713419600327131
0.08713419600327131,0.31816731156053923
0.31816731156053923,0.867747493659512
0.867747493659512,0.4590471236285888
0.4590471236285888,0.9932914476676317
0.9932914476676317,0.026654190631888838
0.026654190631888838,0.10377497901459107
0.10377497901459107,0.372022930980449
0.372022930980449,0.9344874792206602
0.9344874792206602,0.2448825216019054
0.2448825216019054,0.739660288863191
0.739660288863191,0.7702517837680474
0.7702517837680474,0.7078558934807543
0.7078558934807543,0.8271837101812693
0.8271837101812693,0.5718032791680766
0.5718032791680766,0.9793771564028451
0.9793771564028451,0.0807901676764889
0.0807901676764889,0.2970524659331748
0.2970524659331748,0.8352491936647793
0.8352491936647793,0.5504319125884611
0.5504319125884611,0.9898264887706792
0.9898264887706792,0.04028004359435055
0.04028004359435055,0.15463024672955109
0.15463024672955109,0.522878934103637
0.522878934103637,0.9979062174971257
0.9979062174971257,0.008357594310819776
0.008357594310819776,0.03315097971262212
0.03315097971262212,0.12820796902686174
0.12820796902686174,0.447082742819476
0.447082742819476,0.9887990555699612
0.9887990555699612,0.04430193309565604
0.04430193309565604,0.16935708727857623
0.16935708727857623,0.5627010570683718
0.5627010570683718,0.9842743097700352
0.9842743097700352,0.06191357158702411
0.06191357158702411,0.2323211249614502
0.2323211249614502,0.7133920794323857
0.7133920794323857,0.8178552817420895
0.8178552817420895,0.5958720794746275
0.5958720794746275,0.9632341775088429
0.9632341775088429,0.14165638715082338
0.14165638715082338,0.48635942052079767
0.48635942052079767,0.9992557383658861
0.9992557383658861,0.00297483083493553
0.00297483083493553,0.011863924865756187
0.011863924865756187,0.046892688610143514
0.046892688610143514,0.17877505746022251
0.17877505746022251,0.5872581451612666
0.5872581451612666,0.9695440644120613
0.9695440644120613,0.11811348630160806
0.11811348630160806,0.41665076262115164
0.41665076262115164,0.9722116185134575
0.9722116185134575,0.10806474936360354
0.10806474936360354,0.38554703723434036
0.38554703723434036,0.9476020772566501
0.9476020772566501,0.19860952174212723
0.19860952174212723,0.6366551184619629
0.6366551184619629,0.9253015143925876
0.9253015143925876,0.2764744874214865
0.2764744874214865,0.8001453809060513
0.8001453809060513,0.6396510012830456
0.6396510012830456,0.9219903913625711
0.9219903913625711,0.2876964383906563
0.2876964383906563,0.8197087909119504
0.8197087909119504,0.5911451560544752
0.5911451560544752,0.9667702421112215
0.9667702421112215,0.1285021643177265
0.1285021643177265,0.4479574323335461
0.4479574323335461,0.9891662846027303
0.9891662846027303,0.0428653840318428
0.0428653840318428,0.16411177153458173
0.16411177153458173,0.548716391913452
0.548716391913452,0.9905068526357398
0.9905068526357398,0.03761211006952261
0.03761211006952261,0.14478975698256288
0.14478975698256288,0.49530273302197303
0.49530273302197303,0.9999117427317485
0.9999117427317485,0.00035299791562423146
0.00035299791562423146,0.0014114932323831856
0.0014114932323831856,0.005638003676952488
0.005638003676952488,0.022424866365964635
0.022424866365964635,0.08768796693773305
0.08768796693773305,0.3199951495682403
0.3199951495682403,0.8703930152841594
0.8703930152841594,0.451236056914834
0.451236056914834,0.9904883114191468
0.9904883114191468,0.03768486544477612
0.03768486544477612,0.14505886544474095
0.14505886544474095,0.496067164002502
0.496067164002502,0.999938131204067
0.999938131204067,0.0002474598727401638
0.0002474598727401638,0.0009895945454061889
0.0009895945454061889,0.003954460992167565
0.003954460992167565,0.01575529292171596
0.01575529292171596,0.06202825466666755
0.06202825466666755,0.23272300115869837
0.23272300115869837,0.7142520235615474
0.7142520235615474,0.8163842815991286
0.8163842815991286,0.5996039454280132
0.5996039454280132,0.9603162162206935
0.9603162162206935,0.15243592433705494
0.15243592433705494,0.5167968532342504
0.5167968532342504,0.9988714628857082
0.9988714628857082,0.004509054073094019
0.004509054073094019,0.017954890017839734
0.017954890017839734,0.07053004776914805
0.07053004776914805,0.262222240523319
0.262222240523319,0.7738469483929985
0.7738469483929985,0.7000313954233697
0.7000313954233697,0.8399497633799181
0.8399497633799181,0.5377366335117507
0.5377366335117507,0.9943037859647993
0.9943037859647993,0.022655068723463564
0.022655068723463564,0.08856726633839483
0.08856726633839483,0.32289242268695467
0.32289242268695467,0.8745316242332146
0.8745316242332146,0.4389042497969205
0.4389042497969205,0.9850692372284917
0.9850692372284917,0.05883134037827692
0.05883134037827692,0.22148085507028897
0.22148085507028897,0.6897083436304905
0.6897083436304905,0.8560429774279029
0.8560429774279029,0.49293359289709526
0.49293359289709526,0.9998002635626241
0.9998002635626241,0.0007987861709260142
0.0007987861709260142,0.0031925924463166062
0.0031925924463166062,0.012729599199153313
0.012729599199153313,0.050270226013528915
0.050270226013528915,0.19097252156031055
0.19097252156031055,0.6180080702768291
0.6180080702768291,0.9442963813981559
0.9442963813981559,0.2104029019060177
0.2104029019060177,0.6645340831021775
0.6645340831021775,0.8917141419909029
0.8917141419909029,0.3862401238573229
0.3862401238573229,0.948234762320011
0.948234762320011,0.1963423913916929
0.1963423913916929,0.6311682269371368
0.6311682269371368,0.9311795849686711
0.9311795849686711,0.256336662024978
0.256336662024978,0.7625127109074807
0.7625127109074807,0.7243483064480217
0.7243483064480217,0.7986713495756181
0.7986713495756181,0.6431816997707156
0.6431816997707156,0.9179960034030746
0.9179960034030746,0.3011173645562273
0.3011173645562273,0.8417827892757576
0.8417827892757576,0.5327380998195325
0.5327380998195325,0.9957128672808253
0.9957128672808253,0.017075012848891492
0.017075012848891492,0.06713382714040673
0.06713382714040673,0.2505075055755549
0.2505075055755549,0.7510139809034729
0.7510139809034729,0.7479679255639637
0.7479679255639637,0.7540476315660182
0.7540476315660182,0.7418392035827868
0.7418392035827868,0.7660551984417737
0.7660551984417737,0.7168585255284337
0.7168585255284337,0.8118895196225347
0.8118895196225347,0.6108997101984981
0.6108997101984981,0.9508050171115565
0.9508050171115565,0.18709934618819696
0.18709934618819696,0.6083727233765848
0.6083727233765848,0.953021411311769
0.953021411311769,0.17908640357237213
0.17908640357237213,0.5880578545115424
0.5880578545115424,0.9689832570352962
0.9689832570352962,0.1202188184822612
0.1202188184822612,0.42306501665996127
0.42306501665996127,0.976324033353872
0.976324033353872,0.09246166099799787
0.09246166099799787,0.33565000897395675
0.33565000897395675,0.8919563217989581
0.8919563217989581,0.38548096720732633
0.38548096720732633,0.9475415645129223
0.9475415645129223,0.19882619213330335
0.19882619213330335,0.6371773498202964
0.6371773498202964,0.9247294987851201
0.9247294987851201,0.2784194114469626
0.2784194114469626,0.8036081711059582
0.8036081711059582,0.6312883137507809
0.6312883137507809,0.931053514689906
0.931053514689906,0.2567714698939158
0.2567714698939158,0.7633595285697348
0.7633595285697348,0.7225670348461082
0.7225670348461082,0.801855659999245
0.801855659999245,0.6355326421056807
0.6355326421056807,0.9265236116954139
0.9265236116954139,0.2723104346651993
0.2723104346651993,0.7926298473505982
0.7926298473505982,0.6574710897582625
0.6574710897582625,0.9008114235613809
0.9008114235613809,0.3574008109707973
0.3574008109707973,0.9186618851528547
0.9186618851528547,0.2988889036810315
0.2988889036810315,0.8382173077495303
0.8382173077495303,0.542436210954638
0.542436210954638,0.9927966719992538
0.9927966719992538,0.02860576026583942
0.02860576026583942,0.11114988298181097
0.11114988298181097,0.3951823459797628
0.3951823459797628,0.9560530376227755
